"시군명","연락처","행사주최","장소","시간","행사종료일","행사시작일","내용","제목","고유번호"
"창원시","055-225-4575","창원시 시정혁신담당관","성산아트홀 소극장","16:00","2019-07-17","2019-07-17","공무원을 대상으로 한 조직문화개선 연극공연. 입장료 : 무료","조직문화 개선 연극공연","41033831"
"창원시","010-4087-4086","이주은","성산아트홀 소극장","19:30","2019-07-16","2019-07-16","쇼팽 에튀드와 스크라빈, 드뷔시, 슈만의 에튀드 연주. 입장료 : 전석 20,000원","이주은 피아노 독주회","41033830"
"창원시","010-4874-7799","플루트콰이어인경남","성산아트홀 소극장","18:30","2019-07-14","2019-07-14","플루트콰이어인경남의 앙상블 연주. 입장료 : 무료","플루트앙상블로 전하는 감사와 위로","41033829"
"창원시","010-8291-3026","김유미","성산아트홀 소극장","17:00","2019-07-13","2019-07-13","비올리스트 김유미의 귀국독주회. 입장료 : 무료","김유미 귀국 독주회","41033828"
"창원시","055-299-5832","창원시립예술단","성산아트홀 소극장","19:30","2019-07-12","2019-07-12","창원시립소년소녀합창단 청소년 합창 페스티벌. 입장료 : 무료","창원시립소년소녀합창단 청소년합창페스티벌","41033827"
"창원시","055-719-7800~2","(재)창원문화재단","성산아트홀 소극장","11:00","2019-07-09","2019-07-09","모닝콘서트 7월 프로그램, 다이아의 쇼 코미디 아카펠라 공연. 입장료 : 전석 20,000원","모닝콘서트 7월-다이아의 쇼 코미디 아카펠라","41033826"
"창원시","010-2565-5460","사단법인 아르스챔버오케스트라","성산아트홀 소극장","17:00","2019-07-06","2019-07-06","청소년들의 감성을 일깨워 주고, 어른들의 학창시절 추억을 끌어내는 연주. 입장료 : 무료","<아르스챔버오케스트라>의 청소년을 위한 해설 음악 교과서 연주회","41033825"
"창원시","055-273-0946","(재)창원문화재단/(사)경남국악관현악단 休","성산아트홀 소극장","19:30","2019-07-04","2019-07-04","경남국악관현악단 休의 심쿵 국악콘서트. 입장료 : 무료","2019 공연예술단체 지원사업-심쿵 국악콘서트","41033824"
"창원시","055-225-3966","창원시 여성가족과","성산아트홀 대극장","14:00","2019-07-04","2019-07-04","양성평등주간 관련 공연. 입장료 : 무료","소통과 공감으로 함께 만드는 성평등 창원 만들기","41033823"
"창원시","070-7666-7915","㈜희망극단","성산아트홀 소극장","10:10/11:05","2019-07-02","2019-07-02","가족뮤지컬 팅커벨과 피터팬. 입장료 : 일반 10,000원/단체 6,000원","가족뮤지컬 '팅커벨과 피터팬'","41033822"
"창원시","055-719-7800~2","(재)창원문화재단","성산아트홀 대극장","19:30","2019-07-01","2019-07-01","카르미나 브라나, 라흐마니노프 피아노 협주곡 2번 등. 입장료 : 무료","2019 시민의 날 기념-창원음악대축전 축하음악회","41033821"
"합천군","055-930-3172","합천예총 국악협회","일해공원야회공연장","20:00","2019-06-26","2019-06-26","합천예총 국악협회 공연입장료(관람료) : 무료","숲속의 작은음악회(국악협회)","41020878"
"합천군","055-930-4882","합천군","합천박물관","19:00","2019-06-25","2019-06-25","합천박물관 영화 관람입장료(관람료) : 무료","합천박물관영화가 흐르는 밤","41020877"
"합천군","055-930-4702","합천군6.25.참전유공자회 합천군지부","합천문화예술회관","09:00","2019-06-25","2019-06-25","기념식, 위안행사 등","6.25 기념행사","41020876"
"합천군","055-930-3172","합천예총 음악협회","일해공원야외공연장","19:00","2019-06-20","2019-06-20","합천예총 음악협회공연입장료(관람료) : 무료","숲속의 작은음악회(음악협회)","41020875"
"합천군","055-930-3174","합천서각회","합천댐물문화관","09:00","2019-06-30","2019-06-01","서각회 회원전 50여점 전시입장료(관람료) : 무료","서각회 회원전","41020874"
"거창군","055-940-8702","YMCA,거창군","거창군스포츠파크","14:00~21:30","2019-06-15","2019-06-15","행사설명 : 1부 체험부스           2부 한마음가요제   입장료(관람료) : 무료","제17회 거창군청소년한마음축제","41020873"
"거창군","055-940-8460","거창문화재단","거창문화센터  공연장","19:30","2019-06-26","2019-06-26","행사설명 : 한국무용을 현대적으로 재해석하여 대중에 다가가는 무용공연입장료(관람료) : 전석 1,000원","문화가있는날 '한국무용: 청춘따라 가는데로'(가칭)","41020872"
"거창군","055-940-8460","거창문화재단","거창문화센터   공연장","14:00","2019-06-22","2019-06-22","행사설명 : 어린이대상 국악인형극입장료(관람료) : 전석 5,000원","국악인형극 '덩덩쿵 따쿵'","41020871"
"거창군","055-940-8460","거창문화재단","거창문화센터    공연장","19:30","2019-06-20","2019-06-20","행사설명 : 피아니스트 양방언 연주회입장료(관람료) : 전석 10,000원","양방언 초원의바람","41020870"
"거창군","055-942-6166","거창문화원","거창문화원","10:00 ~ 17:00","2019-06-07","2019-06-07","행사설명 : 전국현장한시백일장 개최입장료(관람료) : 무료","제14회 거창 전국현장한시백일장","41020869"
"거창군","055-942-6166","거창문화원","거창문화센터 야외공연장","10:00 ~ 17:00","2019-06-07","2019-06-07","행사설명 : 단오제 개막식 및 행사입장료(관람료) : 무료","제13회 거창 단오제","41020868"
"거창군","055-942-6166","거창문화원","거창문화센터  전시실","10:00 ~ 18:00","2019-06-07","2019-06-03","행사설명 : 거창지역 여류작가 서양화, 한국화, 서예, 공예 등 작품전입장료(관람료) : 무료","제14회 향토여류 작가작품전","41020867"
"거창군","055-940-8460","정다겸","거창문화센터   전시실","10:00 ~ 18:00","2019-06-02","2019-05-31","행사설명 : 민화작품 40여점의개인작품 전시회 입장료(관람료) : 무료","청향의 1 st 민화나들이","41020866"
"거창군","055-940-8460","거창문화재단","거창문화센터   공연장","19:30","2019-06-04","2019-06-04","행사설명:30인조 오케스트라와함께하는 콘서트 오페라 입장료(관람료) : 일반 10,000원           학생 5,000원","콘서트 오페라 '춘향전'","41020865"
"함양군","960-5161","(사)일두기념사업회","남계서원","09:00","2019-06-09","2019-06-08","일두탄신 기념 사업입장료 없음","일두선비문화제","41020864"
"함양군","960-5531","문화시설사업소","문화예술회관대공연장","19:00","2019-06-04","2019-06-04","전통 미래를 춤추다 동무동락공연입장료 없음","전통 미래를 춤추다 동무동락","41020863"
"함양군","960-5161","호국영령 합동추모제 위원회","휴천면 견불사","14:00","2019-06-01","2019-06-01","호국영령합동추모제입장료 없음","호국영령합동추모제","41020862"
"산청군","055-970-6402","산청군/문화뱅크","산청문화예술회관","19:30","2019-06-27","2019-06-27","공연명 : 가족오페라 마술피리입장료 : 무료","산청문화예술회관 6월 정기공연","41020861"
"산청군","055-970-6402","산청군/극단현장","산청문화예술회관","10:00","2019-06-29","2019-06-29","공연명 : 엄마와 얼음땡!!!입장료 : 1,000원","상주단체 6월 공연","41020860"
"산청군","055-970-6402","산청군/극단현장","산청문화예술회관","10:00","2019-06-22","2019-06-22","공연명 : 엄마와 얼음땡!!!입장료 : 1,000원","상주단체 6월 공연","41020859"
"산청군","055-970-6402","산청군/극단현장","산청문화예술회관","19:00","2019-06-21","2019-06-21","공연명 : 정크 클라운입장료 : 1,000원","상주단체 6월 공연","41020858"
"산청군","055-970-6402","산청군/극단현장","산청문화예술회관","미정","2019-06-20","2019-06-20","공연명 : 정크 클라운입장료 : 1,000원","상주단체 6월 공연","41020857"
"산청군","055-970-6402","산청군/극단현장","산청문화예술회관","10:00","2019-06-15","2019-06-15","공연명 : 엄마와 얼음땡!!!입장료 : 1,000원","상주단체 6월 공연","41020856"
"산청군","055-970-6402","산청군/극단현장","산청문화예술회관","10:00","2019-06-08","2019-06-08","공연명 : 엄마와 얼음땡!!!입장료 : 1,000원","상주단체 6월 공연","41020855"
"산청군","055-970-6402","산청군/극단현장","산청문화예술회관","10:00","2019-06-01","2019-06-01","공연명 : 엄마와 얼음땡!!!입장료 : 1,000원","상주단체 6월 공연","41020854"
"산청군","055-970-6401","산청군/젊꾼x서도소리그룹 소리화","기산국악당","15:00","2019-06-22","2019-06-22","공연명 : 전통의 한을 노래하는 ""힐링&명창""입장료 : 무료","기산국악당 토요상설공연","41020852"
"산청군","055-970-6401","산청군/월드뮤직밴드 도시","기산국악당","15:00","2019-06-15","2019-06-15","공연명 : 힐링국악단이 선사하는 ""힐링&세대공감 樂""입장료 : 무료","기산국악당 토요상설공연","41020851"
"산청군","055-970-6401","산청군/젊꾼x연희크루 진대","기산국악당","15:00","2019-06-08","2019-06-08","공연명 : 신명으로 가슴을 울리는 ""힐링&명고""입장료 : 무료","기산국악당 토요상설공연","41020850"
"산청군","055-970-6401","산청군/월드뮤직밴드 도시","기산국악당","15:00","2019-06-01","2019-06-01","공연명 : 힐링국악단이 선사하는 ""힐링&세대공감 樂""입장료 : 무료","기산국악당 토요상설공연","41020849"
"산청군","055-970-6401","산청군/큰들문화예술센터","산청 동의보감촌 잔디광장","14:00","2019-06-16","2019-06-16","공연명 : 마당극 <효자전>입장료 : 무료","산청 동의보감촌 마당극 상설공연","41020848"
"산청군","055-970-6401","산청군/큰들문화예술센터","산청 동의보감촌 잔디광장","14:00","2019-06-15","2019-06-15","공연명 : 마당극 <효자전>입장료 : 무료","산청 동의보감촌 마당극 상설공연","41020847"
"산청군","055-970-6401","산청군/큰들문화예술센터","산청 동의보감촌 잔디광장","14:00","2019-06-02","2019-06-02","공연명 : 마당극 <남명>입장료 : 무료","산청 동의보감촌 마당극 상설공연","41020846"
"산청군","055-970-6401","산청군/큰들문화예술센터","산청 동의보감촌 잔디광장","14:00","2019-06-01","2019-06-01","공연명 : 마당극 <남명>입장료 : 무료","산청 동의보감촌 마당극 상설공연","41020845"
"하동군","055-880-2363","사)한국연극협회 김해지부","하동문화예술회관 대공연장","19:00","2019-06-26","2019-06-26","뮤직드라마 <당신만이>","우수예술단체 찾아가는 문화활동 공연","41020844"
"하동군","055-880-2363","하동군","화개장터최참판댁","매주토,일요일11:0014:00","2019-06-16","2019-06-01","화개장터 힐링콘서트어린이다례시연최참판댁경사났네통일강산 하동의 봄국악향연사물놀이, 판굿공연","주말상설공연","41020843"
"남해군","010-5044-4182","옻채아트","옻채아트(서면 작장리)","10:00~18:00","2019-10-30","2019-05-05","행사설명 : 나는 누구인가?조각가 박찬갑의 작품 전시입장료(관람료) : 1,000원","박찬갑 개인전 '나는 누구인가?'","41020842"
"남해군","055-860-8623","남해군/우크라이나체니우치 필하모닉 오케스트라","남해문화체육센터","19:00","2019-06-27","2019-06-27","행사설명 : 우크라이나 국제교류 음악제입장료(관람료) : 무료","크로스오브 콘서트","41020841"
"남해군","055-860-8623","한국문화예술회관연합회/남해군,더미소","남해문화체육센터","15:00","2019-06-18","2019-06-18","행사설명 : 방방곡곡 문화공감 민간우수예술단체 공연입장료(관람료) : 무료","별난 소리판!","41020840"
"남해군","055-860-8628","남해군","바래길 작은 미술관","10:00~17:00","2019-07-07","2019-06-18","행사설명 : 선과 면으로 나눈 자연적 모습을 담은 서양화 20여점 전시 입장료(관람료) : 무료","이인자개인전""나는 꿈꾼다""","41020839"
"남해군","055-860-8627","남해군","국제탈공연예술촌","14:00","2019-06-16","2019-06-15","행사설명 : 탈춤 및 마당극입장료(관람료) : 3,000원","국제탈공연예술촌 6월정기공연","41020838"
"남해군","055-860-8623","(재)경남문화예술진흥원/남해군,전통예술원 놀제이","서면 스포츠파크(마늘축제 특설무대)","17:00","2019-06-07","2019-06-07","행사설명 : 우수예술단체 찾아가는 문화활동입장료(관람료) : 무료","찾아가는 소싸움판 우왕전","41020837"
"고성군","055-670-2203","고성농요보존회","고성농요전수교육관 야외무대","10:00","2019-06-15","2019-06-15","행사설명 : 고성농요정기공연입장료(관람료) : 무료","고성농요정기공연","41020836"
"고성군","055-670-2205","열린아동문학상 운영위원회","동시동화나무 숲","15:00","2019-06-01","2019-06-01","행사설명 : 제9회 열린아동문학상 시상식입장료(관람료) : 무료","제9회 열린아동문학상 시상식","41020835"
"고성군","055-670-2203","고성도예예술촌","고성도예예술촌","10:00","2019-06-01","2019-06-01","행사설명 : 제12회 전국창작도자기만들기 대회입장료(관람료) : 무료","제12회 전국창작도자기만들기 대회","41020834"
"창녕군","055-530-1911","창녕군","창녕문화예술회관 대공연장","19:30","2019-06-28","2019-06-28","아름다운 창녕을 위한 오페라 & 뮤지컬 갈라콘서트 관람료: 무료","오페라 & 뮤지컬 갈라콘서트","41020833"
"창녕군","055-530-1911","창녕군","창녕문화예술회관 대공연장","10:1011:20","2019-06-26","2019-06-26","문화가 있는 날 공연산책어린이 뮤지컬 '책먹는 여우'관람료: 무료","6월 문화가 있는 날","41020832"
"창녕군","055-530-1911","창녕군","창녕문화예술회관 대공연장","15:0019:30","2019-06-22","2019-06-22","최신 영화 상영관람료: 3,000원","창녕문화예술회관 기획영화 상영","41020831"
"창녕군","055-530-1911","창녕군","창녕문화예술회관 대공연장","19:30","2019-06-21","2019-06-21","2019 금난새와 함께하는 가족음악회 1층: 15,000원 2층: 11,000원","2019 금난새와 함께하는 가족 음악회","41020830"
"창녕군","055-530-1911","창녕군","창녕문화예술회관 전시실","10:00~18:00","2019-06-30","2019-06-05","국립현대미술관 미술은행 소장품 展 『마음의 풍경, 일상의 풍경』※매주 월요일 휴관","창녕문화예술회관 기획전시","41020829"
"창녕군","055-530-1934","영산도서관","영산도서관 2층다목적실","14:00","2019-06-26","2019-06-26","영화 '맘마미아2' 상영입장료(관람료): 무료","「문화가 있는 날」무료영화상영","41020828"
"창녕군","055-530-1504","창녕군","창녕박물관기획전시실","09:00~18:00(매주 월요일 휴관)","2019-06-30","2018-10-30","창녕박물관과 창녕문화재의변천사 전시 / 관람료 무료","창녕박물관 2018년도특별기획전<창녕박물관, 23년의 기록>","41020827"
"창녕군","055-530-1504","창녕군","창녕박물관","14:00~16:00","2019-06-22","2019-06-01","지역콘텐츠를 활용한 역사미술교육 / 관람료 무료","창녕박물관 교육프로그램<예(藝)감 좋은 아이들>","41020826"
"창녕군","055-530-1504","창녕군","비봉리 패총전시관","09:00~18:00","2019-06-26","2019-06-26","해설사에게 듣는 조개무덤 이야기 / 관람료 무료","비봉리 패총전시관06월 문화가 있는 날","41020825"
"창녕군","055-530-1504","창녕군","박진전쟁기념관","09:00~18:00","2019-06-26","2019-06-26","해설사에게 듣는 전쟁이야기 / 관람료 무료","박진전쟁기념관06월 문화가 있는 날","41020824"
"창녕군","055-530-1504","창녕군","창녕박물관","10:00~16:00","2019-06-26","2019-06-26","해설사에게 듣는 창녕이야기 / 관람료 무료","창녕박물관06월 문화가 있는 날","41020823"
"함안군","055-580-3623","한국문화예술회관연합회/함안문화예술회관","문화예술회관 전시실","09:00~18:00","2019-07-26","2019-06-14","행사설명 : 기획전시(서양화, 한국화)입장료 : 무료","오디세이' 전","41020822"
"함안군","055-580-3643","함안군립칠원도서관","함안군립 칠원도서관시청각실(3층)","14:00","2019-06-29","2019-06-29","영화: 슈퍼배드 3입장료(관람료): 무료","무료 영화 상영","41020821"
"함안군","055-580-3643","함안군립칠원도서관","함안군립 칠원도서관시청각실(3층)","14:00","2019-06-01","2019-06-01","영화: 리오 2입장료(관람료): 무료","무료 영화 상영","41020820"
"함안군","055-580-3623","함안군/함안문화예술회관","문화예술회관 다목적홀","19:30","2019-06-25","2019-06-25","행사설명 : 문화가 있는날 하우스콘서트 첼리스트 심준호의 4 Cellos입장료(관람료) : 전석 1,000원","문화가 있는날 하우스콘서트 - 첼리스트 심준호의 4 Cellos","41020819"
"함안군","055-580-3623","예술의전당/함안문화예술회관","문화예술회관 다목적홀","19:30","2019-06-13","2019-06-13","행사설명 : SAC on Screen 영상화 사업으로 진행하는 영상 상영입장료(관람료) : 선착순 무료","SAC 영상으로 만나는 오페라 마술피리","41020818"
"함안군","055-580-3623","함안군/함안문화예술회관","함주공원 야외 프린지공연장","16:00","2019-06-15","2019-06-15","행사설명 : 함주공원 야외 프린지 공연 - 꿈앤꾼 예술단 라이브 공연입장료(관람료) : 무료","함주공원 야외 프린지 공연","41020817"
"함안군","055-580-3623","함안군/함안문화예술회관","함주공원 야외 프린지공연장","16:00","2019-06-01","2019-06-01","행사설명 : 함주공원 야외 프린지 공연 - 태허기획예술단 라이브 공연입장료(관람료) : 무료","함주공원 야외 프린지 공연","41020816"
"의령군","055-570-2842","의령군 시설관리사업소 의병박물관담당","의병박물관영상실","19:30","2019-06-27","2019-06-27","행사설명 : 무료영화 1편 상영입장료(관람료) : 무료","문화가 있는 날 군민무료영화상영","41020815"
"의령군","055-570-2843","의령군 시설관리사업소 의병박물관담당","남해군 일원","09:00~18:00","2019-06-15","2019-06-15","행사설명 : 역사문화유적 답사참가비 : 무료","의병박물관과 함께하는 역사기행","41020814"
"의령군","055-570-4920","문화체육관광부·한국문화예술회관연합회, 의령군","의령군민문화회관","19:30","2019-06-26","2019-06-26","행사설명 :  한웅원밴드의 강렬한 사운드와 국악신동 유태평양의 명창입장료(관람료) : 1,000원","한웅원밴드 with 유태평양","41020813"
"의령군","055-570-4920","의령군","의령군민문화회관","19:30","2019-06-18","2019-06-18","행사설명 :  우리 가곡과 뮤지컬 그리고 대중성이 강한 새미 클래식을 주제로 하는 콘서트입장료(관람료) : 무료","우크라이나 체르니프치 필하모니 <섬머 콘서트 in 의령>","41020812"
"의령군","055-570-4920","의령군","의령군민문화회관","19:30","2019-06-13","2019-06-13","행사설명 :  이중계약된 옥탑방 하나를 두고 벌어지는 두 청춘 이야기입장료(관람료) : 15,000원[유료회원10,000원]","옥탑방 고양이","41020811"
"양산시","055-379-8550","양산시시설관리공단","양산문화예술회관 대공연장","19:00","2019-06-22","2019-06-22","기획공연 정태춘 박은옥 콘서트R석 55,000원, A석 35,000원","정태춘 박은옥 40주년 기념 전국투어콘서트날자, 오리배","41020810"
"양산시","055-379-8550","양산시시설관리공단","양산문화예술회관 대공연장","10:1011:10","2019-06-19","2019-06-18","기획공연 사과가 쿵전석 30,000원","사과가 쿵","41020809"
"양산시","010-8718-7747","극단 해미소","양산문화예술회관 대공연장","11:0014:0016:00","2019-06-16","2019-06-16","인어공주 공연","인어공주","41020808"
"양산시","010-9543-7223","양산합창단","양산문화예술회관 대공연장","19:00","2019-06-05","2019-06-05","양산합창단 정기공연","양산합창단 정기연주회","41020807"
"양산시","055-379-8550","양산시시설관리공단","양산문화예술회관 대공연장","17:00","2019-06-01","2019-06-01","기획공연 벨칸토 오페라전석 10,000원","조윤범과 콰르텟엑스의 오페라축제""벨칸토 오페라""","41020806"
"거제시","055-639-3861","거제시립장평도서관","장평도서관 대회의실","14:00~15:00","2019-06-30","2019-06-30","행사설명: 문화가 있는날 공모사업으로 정윤호마술사가 펼치는 '온가족 판타지 매직쇼'            관람료 : 무료","장평도서관 '온가족 판타지매직쇼'","41020805"
"거제시","055-636-9215","거제도서관","거제도서관3층 1강좌실","10:00-12:00","2019-06-22","2019-06-29","행사설명: 자녀에게 자주 사용하는 자신의 언어를 자각하고 사랑과 연민의 언어로 소통하는 방법을 제시입장료(관람료): 무료","사랑과 연민의 언어로 소통하기-이은혜 교수-","41020804"
"거제시","055-639-3881","거제시립옥포도서관","YMCA지역아동센터","13:00~15:00","2019-06-28","2019-06-28","행사설명: 아동센터의 아동대상 찾아가는 북아트 강의                                     수강료 : 무료","옥포도서관 책만드는 마법사","41020803"
"거제시","010-2677-3639","극단 심인","거제시청소년수련관","10:15, 11:20","2019-06-27","2019-06-27","행사설명: 어린이뮤지컬 ""신데렐라""입장료(체험비): 6,000원","뮤지컬 공연","41020802"
"거제시","055-639-3861    055-639-3881    055-639-3871    055-639-3891    055-639-3921","거제시립도서관 5개관(장평,수양,옥포,장승포,하청)","장평도서관옥포도서관장승포도서관수양도서관하청도서관","마지막주 수요일  09:00~18:00","2019-06-26","2019-06-26","행사설명: 대출권수 10권으로 확대 입장료(관람료): 무료","문화가 있는날","41020801"
"거제시","055-639-3861","거제시립장평도서관","장평도서관 모자자료실","11:00~12:00","2019-06-22","2019-06-22","행사설명: 학부모 독서동아리 ""책마중""과 연계한 아동대상 책 읽어주기 및 독후활동 프로그램                 수강료 : 무료","장평도서관 ""책마중과 함께하는 책읽어주는 도서관""","41020800"
"거제시","055-636-9215","거제도서관","여수시(평화테마촌, 향일암, 이순신공원)","8:00-18:00","2019-06-22","2019-06-22","행사설명: 자녀의 진로를 응원하는 부모인문학 탐방입장료(관람료): 무료","부모인문학탐방","41020799"
"거제시","055-637-6311","거제도서관","거제도서관","13:00 ~ 16:30","2019-06-22","2019-06-22","행사설명: 꼬물꼬물 체험부스, 마술공연, 국악공연, 클래식&어쿠스틱밴드, 인문학 강연 운영입장료(관람료): 무료","도서관과 함께하는<신나는 예술여행>","41020798"
"거제시","055-639-3871","거제시립장승포도서관","장승포도서관 A/V실","3주 수요일10:00~12:00","2019-06-19","2019-06-19","행사설명: 선정도서 토론                                       수강료 : 무료","장승포도서관 해송주부독서회","41020797"
"거제시","055-639-3891","거제시립수양도서관","수양도서관                      제2프로그램실","3,4주 일요일              11:00~12:00","2019-06-23","2019-06-16","행사설명: 영어 동화구연 및 독후활동                                     수강료 : 무료","수양도서관 Playtime in English    재능기부 프로그램","41020796"
"거제시","055-637-6311","거제도서관","거제도서관    어린이자료실","10:30 ~ 11:30 14:00 ~ 15:00","2019-06-16","2019-06-16","행사설명: 청소년 언니, 오빠들이 영어그림책을 읽어준 후 카드맞추기, 색칠놀이 등 다양한 활동 운영입장료(관람료): 무료","꿈이크는 나눔영어","41020795"
"거제시","055-636-9215","거제도서관","거제도서관3층 1강좌실","10:00-12:00","2019-06-15","2019-06-15","행사설명: 영화<리스본행 야간열차>와 <다가오는 것들>을 통해 인생을 재발견하고 통찰하는 강연입장료(관람료): 무료","영화를 통한 인생의 재발견-한귀은 교수-","41020794"
"거제시","055-637-6311","거제도서관","거제도서관","토요일10:00 ~ 12:00","2018-07-06","2019-06-15","행사설명: 초등(4-6학년)을 대상으로 우리 역사 속 위인을 이해하기 쉽고 재미있게 배우기입장료(관람료): 무료","(초등) 빛나는 우리 위인","41020793"
"거제시","055-639-3921","거제시립하청도서관","행복누림문화센터하청도서관 세미나실","19:30~21:3013:00~15:00","2019-06-15","2019-06-14","행사설명- 강의와 탐방, 독서를 결합한 인문학 강좌 운영- 이환천 작가 초청 일상생활 속 시 쓰기                       수강료: 무료","하청도서관 길 위의 인문학","41020792"
"거제시","055-639-3881","거제시립옥포도서관","옥포도서관 세미나실","10:30~12:30","2019-06-13","2019-06-13","행사설명: 치유적 책읽기와 토론                    수강료 : 무료","옥포도서관 엄마마음성장교실","41020791"
"거제시","055-639-3891","거제시립수양도서관","수양도서관 제2프로그램실","매주 목요일              10:00~11:00","2019-06-27","2019-06-13","행사설명: 선정도서 토론                        수강료 : 무료","수양도서관 독서회 ""인문학과 노는 사람들""","41020790"
"거제시","055-637-6311","거제도서관","거제도서관","목요일10:00 ~ 12:00","2019-07-04","2019-06-13","행사설명: 성인을 대상으로 한국사를 이해하고 시대별 전쟁사에 대한 제반 지식 학습입장료(관람료): 무료","(성인) 톡톡 튀는 히스토리","41020789"
"거제시","055-639-3863","거제시립장평도서관","장평도서관 세미나실","매월 2,4주 수요일17:30~19:30","2019-06-26","2019-06-12","행사설명: 청소년 독서회 '라온누리' 운영                수강료 : 무료","장평도서관 청소년 독서회 ""라온누리""","41020788"
"거제시","055-639-3881","거제시립옥포도서관","옥포도서관 세미나실","11:00~12:00","2019-06-09","2019-06-09","행사설명: 청소년 재능기부동아리와 함께하는 보드게임체험                    수강료 : 무료","옥포도서관  ""생각이 쑥쑥 보드게임""","41020787"
"거제시","055-639-3921","거제시립하청도서관","하청도서관","14:00~16:00(변동가능)","2019-06-08","2019-06-08","행사설명: 이동식 오픈스튜디오를 구현하여 예술가들의 활동을 관객과 공유하고 함께 창작        수강료: 무료","하청도서관 구루마 스튜디오(어디든 미술관)","41020786"
"거제시","055-639-3921","거제시립하청도서관","하청도서관 세미나실","2,4째주 토요일          10:00~12:00","2019-06-22","2019-06-08","행사설명: 동화를 각색한 극단 커뮤니티 운영                수강료: 무료","하청도서관   1관1단 사업  하하호호 연극단","41020785"
"거제시","055-637-6312","거제도서관","거제도서관     3층 1강좌실","10:00 ~ 12:00","2019-06-08","2019-06-08","행사설명: 그림책을 읽고 독후활동 진행입장료(관람료): 무료","책이랑 놀자","41020784"
"거제시","055-637-6311","거제도서관","거제도서관지하시청각실","14:00 ~ 14:30","2019-06-08","2019-06-08","행사설명: 블루시티 관현악단의 찾아가는 음악회입장료(관람료): 무료","블루시티 관현악단<찾아가는 음악회>","41020783"
"거제시","055-639-8182","거제해양관광개발공사고현청소년문화의집","독봉산웰빙겅원","13:00","2019-06-08","2019-06-08","행사설명: 전술비연 전시회, 문화공연, 체험부스 등입장료(체험비): 없음","옥포대첩기념With youth 축제","41020782"
"거제시","055-639-3891","거제시립수양도서관","애광원","매주 금요일        14:00~16:00","2019-06-28","2019-06-07","행사설명: 장애인 대상 동화구연 및 독후활동                                 수강료 : 무료","수양도서관 북(BOOK)소리로 세상두드리기","41020781"
"거제시","055-639-0624","거제해양관광개발공사포로수용소유적공원","포로수용소유적공원평화미래전시관1층 상상공작소","13:00~16:00","2019-06-06","2019-06-06","행사설명: 현충일 특별행사 운영 (태극기 모양 마그네틱 만들기), 관람객 대상 100명 (재료소진시 조기마감)입장료(체험비): 체험비 무료, 입장료 별도, 현장참여","6월 다(多)드림 이벤트충성! 대한민국","41020780"
"거제시","055-639-3891","거제시립수양도서관","수양도서관                        제1프로그램실","매주 수요일              10:30~12:30","2019-06-26","2019-06-05","행사설명: 독서 태교 프로그램 및 아기용품 만들기                  수강료 : 무료(단, 재료비 수강생 부담)","수양도서관 독서태교프로그램       ""두근두근 너를 기다리며""","41020779"
"거제시","055-639-3891","거제시립수양도서관","수양도서관 제2프로그램실","매주 수요일              10:00~11:00","2019-06-26","2019-06-05","행사설명: 책을 읽고 낭독후 감상 및 토론                     수강료 : 무료","수양도서관 독서회 ""수요낭독회 공명""","41020778"
"거제시","02-882-9001","극단 님비곰비","거제시청소년수련관","10:20, 11:10","2019-06-04","2019-06-04","행사설명: 알라딘과 요술램프입장료(체험비): 5,000원","뮤지컬 공연","41020777"
"거제시","055-637-6311","거제도서관","거제도서관    어린이자료실","10:30 ~ 11:30 14:00 ~ 15:00","2019-06-02","2019-06-02","행사설명: 청소년 언니, 오빠들이 영어그림책을 읽어준 후 카드맞추기, 색칠놀이 등 다양한 활동 운영입장료(관람료): 무료","꿈이크는 나눔영어","41020776"
"거제시","055-639-0624","거제해양관광개발공사포로수용소유적공원","포로수용소유적공원분수광장","11:00~16:00","2019-06-02","2019-06-02","행사설명: 제2회 나라사랑축제 개최(체험 9종, 공연, 이벤트 등), 모든 관람객 대상 (체험부스별 재료소진시 조기마감)입장료(체험비): 체험비 무료, 현장참여 (유적공원 이용 시 입장료 별도)","제2회 나라사랑축제달둥이's POW 상륙작전","41020775"
"거제시","055-688-9225","한국문인협회 거제지부","장승포항 수변공원 일원, 지심도","11:00~22:00","2019-06-02","2019-06-01","행사설명: 전시행사, 참여행사, 선상문학의 밤으로 이루어진 문학행사입장료(관람료) : 무료","제23회 거제선상문학예술축제","41020774"
"거제시","055-639-3871","거제시립장승포도서관","장승포도서관              종합자료실","매주토요일18:10~20:10","2019-06-30","2019-06-01","행사설명: 4~7세 영유아 및 가족대상 책요리 및 북텐트 속 가족독서활동수강료 : 무료","장승포도서관 행복한 밤, 맹모 맹부의 풍미독서","41020773"
"거제시","055-639-3871","거제시립장승포도서관","행복누림센터, 둔덕기성, 거제민속박물관 등","토 14:00~16:00일 : 14:00~18:00","2019-06-23","2019-06-01","행사설명: 거제 속 고려의 인물과 유적 관련 강연 및 탐방     수강료 : 무료","장승포도서관 길 위의 인문학","41020772"
"거제시","055-639-3881","거제시립옥포도서관","옥포도서관 로비","08:00~23:00","2019-06-25","2019-06-01","행사설명: '밥안먹는색시' 17점 원화 전시                                  관람료 : 무료","옥포도서관 ""그림책 원화전시회""","41020771"
